,Symbol,Security,GICS Sector,text
195,FLS,Flowserve Corporation,Industrials,"The Flowserve Corporation is an American multinational corporation and one of the largest suppliers of industrial and environmental machinery such as pumps, valves, end face mechanical seals, automation, and services to the power, oil, gas, chemical and other industries. Headquartered in Irving, Texas, a suburb of Dallas, Flowserve has over 18,000 employees in more than 55 countries. Flowserve sells products and offers aftermarket services to engineering and construction firms, original equipment manufacturers, distributors and end users. The Flowserve brand name originated in 1997 with a merger of  and Durco International."
196,FMC,FMC Corporation,Materials,Suwon Urban Development Corporation Women's Football Club (Korean: 수원도시공사 여자축구단) or simply Suwon UDC WFC is a South Korean women's football team based in Suwon.
197,F,Ford Motor Company,Consumer Discretionary,"Ford Motor Company, commonly known as Ford, is an American multinational automaker that has its main headquarters in Dearborn, Michigan, a suburb of Detroit. It was founded by Henry Ford and incorporated on June 16, 1903. The company sells automobiles and commercial vehicles under the Ford brand, and most luxury cars under the Lincoln brand. Ford also owns Brazilian SUV manufacturer Troller, an 8% stake in Aston Martin of the United Kingdom and a 32% stake in Jiangling Motors. It also has joint-ventures in China (Changan Ford), Taiwan (Ford Lio Ho), Thailand (AutoAlliance Thailand), Turkey (Ford Otosan), and Russia (Ford Sollers). The company is listed on the New York Stock Exchange and is controlled by the Ford family; they have minority ownership but the majority of the voting power."
198,FTNT,Fortinet,Information Technology,"Fortinet is an American multinational corporation headquartered in Sunnyvale, California. It develops and markets cybersecurity software and appliances and services, such as firewalls, anti-virus, intrusion prevention and endpoint security."
199,FTV,Fortive Corp,Industrials,"Fortive is a diversified industrial conglomerate company headquartered in Everett, Washington, United States. Fortive was spun off from Danaher in July 2016. At the point of its independent incorporation, it immediately became a component of the S&P 500. Fortive controls over 20 businesses in the areas of field instrumentation, transportation, sensing, product realization, automation and specialty, and franchise distribution. In July 2018, Fortive announced it is buying a software firm named Accruent for about $2 billion. Accruent makes software to track real estate and facilities."
200,FBHS,Fortune Brands Home & Security,Industrials,"Fortune Brands is an American manufacturer of home fixtures and hardware, headquartered in Deerfield, Illinois. The company's product lines include Master Lock, Sentry Safe, MasterBrand Cabinets, Moen faucets, Therma-Tru entry door systems, and Waterloo tool storage products. The company has said that it holds market leadership positions in all of its segments, and has 16,000 associates that generated $5.0 billion in net sales in 2016."
201,FOXA,Fox Corporation (Class A),Communication Services,"Fox Corporation (abbreviated Fox Corp. and informally ""New Fox""; simply called as Fox) is an American media company headquartered in Midtown Manhattan, New York City. It was formed from the 2019 acquisition of 21st Century Fox (itself formed from the 2013 split of News Corporation) by The Walt Disney Company. Fox Corp. was spun off from 21st Century Fox and its stock began trading on March 19, 2019. It is owned by the Murdoch family via a family trust with 39% interest; Rupert Murdoch is co-executive chairman, while his son Lachlan Murdoch is chairman and CEO."
202,FOX,Fox Corporation (Class B),Communication Services,"Fox Corporation (abbreviated Fox Corp. and informally ""New Fox""; simply called as Fox) is an American media company headquartered in Midtown Manhattan, New York City. It was formed from the 2019 acquisition of 21st Century Fox (itself formed from the 2013 split of News Corporation) by The Walt Disney Company. Fox Corp. was spun off from 21st Century Fox and its stock began trading on March 19, 2019. It is owned by the Murdoch family via a family trust with 39% interest; Rupert Murdoch is co-executive chairman, while his son Lachlan Murdoch is chairman and CEO."
203,BEN,Franklin Resources,Financials,"Franklin Resources Inc. is an American holding company that, together with its subsidiaries, is referred to as Franklin Templeton; it is a global investment firm founded in New York City in 1947 as Franklin Distributors, Inc. It is listed on the New York Stock Exchange under the ticker symbol BEN, in honor of Benjamin Franklin, for whom the company is named, and who was admired by founder Rupert Johnson, Sr. In 1973 the company's headquarters moved from New York to San Mateo, California. As of March 2017, Franklin Templeton Investments had US$740 billion in assets under management (AUM) on behalf of private, professional and institutional investors."
204,FCX,Freeport-McMoRan Inc.,Materials,"Freeport-McMoRan Inc., often called Freeport, is a mining company based in the Freeport-McMoRan Center, in Phoenix, Arizona."
205,GPS,Gap Inc.,Consumer Discretionary,"The Gap, Inc., commonly known as Gap Inc. or Gap, (stylized as GAP) is an American worldwide clothing and accessories retailer. Gap was founded in 1969 by Donald Fisher and Doris F. Fisher and is headquartered in San Francisco, California. The company operates six primary divisions: Gap (the namesake banner), Banana Republic, Old Navy, Intermix, Hill City, and Athleta. Gap Inc. is the largest specialty retailer in the United States, and is 3rd in total international locations, behind Inditex Group and H&M. As of September 2008, the company has approximately 135,000 employees and operates 3,727 stores worldwide, of which 2,406 are located in the U.S."
206,GRMN,Garmin Ltd.,Consumer Discretionary,"Garmin Ltd. (shortened to Garmin, stylized as GARMIN, and formerly known as ProNav) is an American multinational technology company founded in 1989 by Gary Burrell and Min Kao in Lenexa, Kansas, United States, with headquarters in Olathe, Kansas. Since 2010, the company is incorporated in Schaffhausen, Switzerland. The company specializes in GPS technology for automotive, aviation, marine, outdoor, and sport activities. Due to their development in wearable technology, they have also been competing with activity tracker and smartwatch consumer developers such as Fitbit and Apple."
